source_url,occupation,Questions,option_A,option_B,option_C,option_D,option_E,option_F,correct_answer,DeepSeek_V3_seed0,DeepSeek_V3_seed1,DeepSeek_V3_seed2,Qwen2_5_7B_Instruct_Turbo_seed0,Qwen2_5_7B_Instruct_Turbo_seed1,Qwen2_5_7B_Instruct_Turbo_seed2,claude_haiku_4_5_seed0,claude_haiku_4_5_seed1,claude_haiku_4_5_seed2,claude_opus_4_6_seed0,claude_opus_4_6_seed1,claude_opus_4_6_seed2,claude_sonnet_4_6_seed0,claude_sonnet_4_6_seed1,claude_sonnet_4_6_seed2,gemini_2_5_flash_seed0,gemini_2_5_flash_seed1,gemini_2_5_flash_seed2,gemini_3_1_pro_seed0,gemini_3_1_pro_seed1,gemini_3_1_pro_seed2,gpt_3_5_turbo_seed0,gpt_3_5_turbo_seed1,gpt_3_5_turbo_seed2,gpt_4o_mini_seed0,gpt_4o_mini_seed1,gpt_4o_mini_seed2,gpt_4o_seed0,gpt_4o_seed1,gpt_4o_seed2,gpt_5_2_seed0,gpt_5_2_seed1,gpt_5_2_seed2,gpt_5_3_chat_latest_seed0,gpt_5_3_chat_latest_seed1,gpt_5_3_chat_latest_seed2,gpt_5_4_seed0,gpt_5_4_seed1,gpt_5_4_seed2,llama_3_3_70B_seed0,llama_3_3_70B_seed1,llama_3_3_70B_seed2,o3_seed0,o3_seed1,o3_seed2
https://www.iceaaonline.com/wp-content/uploads/2024/06/SST05-MacDougall-Advancing-Cyber-Cost-Estimating-Paper.pdf,Cost Estimators,A cost estimator is tasked with preparing a budget for a federal agency's project to update its cybersecurity protocols. The agency must comply with recent mandates regarding cybersecurity strategies. What should the cost estimator ensure is included in the cost estimate?,Allocate resources for training staff on basic cybersecurity awareness without specific focus on advanced threat detection techniques.,Allocate budget for periodic penetration testing without integrating continuous monitoring solutions.,Prioritize funding for endpoint security measures while deferring the integration of network segmentation strategies.,Include provisions for implementing a Zero Trust strategy to enhance cybersecurity measures and ensure comprehensive protection.,All of the above,None of the above,D,B,E,E,F,A,C,E,A,D,D,D,D,D,D,D,B,F,B,D,D,D,B,B,A,C,D,C,F,B,B,A,E,F,A,A,F,C,E,C,C,C,A,C,A,E
https://www.iceaaonline.com/wp-content/uploads/2017/09/METH-7-Black-Paper-Sr-Est-Part-1-of-2.pdf,Cost Estimators,A cost estimator is discussing a project estimate with a client who is concerned about potential hidden costs. What should the cost estimator do to address the client's concerns and build trust?,Conduct a risk assessment to identify potential cost overruns.,Emphasize the historical accuracy of past estimates to reassure the client about the reliability of the current estimate.,"Offer to adjust the estimate based on the client's budget constraints, focusing on cost-saving measures.",Provide a clear and transparent breakdown of all costs.,All of the above,None of the above,D,D,D,D,E,D,D,B,B,C,D,D,D,D,D,D,D,D,D,D,D,D,D,B,D,D,D,D,D,D,D,D,D,A,D,D,D,D,D,D,D,D,D,D,D,D
https://web.aacei.org/docs/default-source/annual-conference/2026-conex---technical-sessions.pdf?sfvrsn=bc991a46_1,Cost Estimators,A cost estimator is reviewing a project schedule that has encountered unexpected delays due to resource constraints. What action should the cost estimator take to address these delays and prevent future issues?,Focus on reducing the project scope to manage resource constraints.,Adjust the project timeline by extending deadlines to accommodate resource constraints without altering the cost estimates.,"Reallocate existing budget funds from non-critical areas to address the resource constraints, assuming the delays will not impact the overall project cost.",Ensure all critical resources are identified and incorporated into the project schedule.,All of the above,None of the above,D,F,F,E,C,B,C,D,D,E,D,D,D,D,D,D,D,B,A,D,D,D,B,E,E,C,F,C,E,F,E,D,D,D,D,D,D,D,D,D,B,A,E,D,D,D
https://afpglobal.org/international-statement-ethical-principles-fundraising,Fundraisers,A donor has communicated their desire not to receive any further communication from a fundraising organization. What action should the fundraiser take to comply with the donor's request?,Update the donor's preferences in the database to ensure no further communications are sent.,Review the donor's past interactions and contributions before deciding on further communication actions.,Send a confirmation email to the donor before updating their preferences.,Verify the donor's request by contacting them through an alternative communication method before making any changes.,All of the above,None of the above,A,A,A,A,A,A,A,B,E,E,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,C,A,A,F,A,A,F,A,A,A,A,A,A,A,A
https://afpglobal.org/sites/default/files/attachments/generic/AFP_Code_of_Ethical_Standards_and_Guidelines_2024_8425.pdf,Fundraisers,A fundraiser is invited to participate in a controversial event that has the potential to negatively impact the reputation of their organization and the fundraising profession. What action should the fundraiser take in this situation?,The fundraiser should attend the event but ensure that the organization is not officially listed as a sponsor.,"The fundraiser should attend the event but only in a personal capacity, ensuring that their attendance is not publicly associated with the organization.",The fundraiser should consult with legal advisors to determine the potential risks before deciding.,The fundraiser should formally decline the invitation and document the decision to protect the organization's reputation.,All of the above,None of the above,D,B,F,F,E,C,B,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,C,B,A,C,F,A,D,D,D,D,D,D,D,D,D,D,D,D,C,F,A,D,D,D
https://afpglobal.org/sites/default/files/attachments/2018-12/AFPReadyReferenceBuildingEffectiveBoard.pdf,Fundraisers,"A development officer is responsible for recruiting new board members for a nonprofit organization. To ensure a thorough selection process, what documentation should be collected from each candidate before proceeding with recruitment?",Gather a list of references from each potential board member before proceeding with recruitment.,Conduct a preliminary interview with each potential board member before proceeding with recruitment.,Request a letter of recommendation from each potential board member before proceeding with recruitment.,Collect a résumé and profile sheet from each potential board member before proceeding with recruitment.,All of the above,None of the above,D,E,B,A,C,C,F,C,D,E,D,D,D,D,D,D,A,E,F,F,C,B,C,B,A,B,B,D,F,B,B,D,D,D,D,D,D,D,D,D,E,A,F,A,E,B
https://www.case.org/conferences-training/institute-educational-fundraising/program,Fundraisers,A fundraising consultant is meeting with a potential donor to better understand their philanthropic interests and decision-making process. What approach should the consultant take to effectively engage with the donor?,Use strategic questioning and active listening to understand the donor's philanthropic interests and decision-making process.,Focus on presenting past successful campaigns to persuade the donor to contribute.,Emphasize the tax benefits of donating to the organization to secure a commitment.,Offer a detailed financial analysis of the organization’s needs to encourage immediate donations.,All of the above,None of the above,A,A,A,A,A,A,A,C,F,D,D,D,F,B,D,F,D,A,A,F,E,C,A,A,A,A,A,A,E,C,D,C,E,D,C,B,E,C,F,B,A,A,A,E,D,D
https://charitablegiftplanners.org/sites/default/files/NSGPS%20for%20CGP2021.pdf,Fundraisers,A development officer has completed a series of meetings with potential donors and is preparing to submit call reports. What should the officer do to ensure compliance with standard practices for donor engagement documentation?,"Submit call reports for auditing by managers, ensuring this process occurs at least twice annually.","Submit call reports for auditing by managers quarterly, ensuring this process aligns with the organization's fiscal quarters.","Submit call reports for auditing by managers biannually, ensuring this process aligns with the organization's semi-annual strategic planning sessions.","Submit call reports for auditing by managers monthly, ensuring this process aligns with the organization's monthly performance reviews.",All of the above,None of the above,A,B,D,E,E,C,B,B,F,E,F,D,B,B,D,E,C,C,D,E,B,B,C,F,E,A,E,A,F,D,D,F,B,F,C,F,D,B,F,E,C,F,B,B,F,C
https://www.crfonline.org/wp-content/uploads/2018/02/Resizing-Big-Data.pdf,Credit Analysts,A credit analyst is tasked with assessing the credit risk of a portfolio of customer accounts. The analyst needs to identify accounts that are at high risk of default. What should the analyst do to effectively predict slow payers?,"Examine accounts with recent credit inquiries, assuming that multiple inquiries indicate higher risk of financial instability.",Review historical financial statements of each customer to assess their payment history.,Utilize system-generated flags on delinquency predictors to identify accounts that are at high risk of default.,"Evaluate accounts with recent large purchases, assuming that significant spending increases the likelihood of cash flow issues and default.",All of the above,None of the above,C,B,B,C,F,F,E,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,B,E,D,D,B,E,C,C,C,C,C,C,C,C,C,C,C,C,D,D,D,C,C,C
http://web.nacm.org/pdfs/educ_presentations/BCP_8thEd_Part-5-O-Q.pdf,Credit Analysts,A credit analyst identifies discrepancies in the documents submitted under a letter of credit. What action should the credit analyst take to address the non-conformance with the letter of credit terms?,Verify with the applicant if the discrepancies can be waived under their internal policies.,Consult with the issuing bank to determine if the discrepancies fall under minor exceptions that can be overlooked.,Request the paying bank to return the documents for corrections and resubmit them.,Recalculate the risk assessment to determine if the discrepancies materially affect the creditworthiness of the transaction.,All of the above,None of the above,C,B,F,A,B,B,D,C,F,D,C,C,C,C,C,C,A,B,D,C,A,C,B,F,E,F,B,A,F,F,E,C,C,C,C,C,C,C,C,C,D,A,A,F,B,B
https://nacm.org/pdfs/webinars/dbi-china-6518.pdf,Credit Analysts,A credit analyst is reviewing an order for a customer who does not have established credit terms. The customer is classified as a cash on delivery (COD) customer. What action should the credit analyst take to ensure compliance with standard procedures?,Ensure that COD customers pay before the order is delivered and block orders if credit checks indicate failures.,Implement a temporary credit limit for the customer based on their order history and reassess after a trial period.,Conduct a credit check only if the order value exceeds a certain threshold.,"Evaluate the customer's payment history with other suppliers to establish a temporary credit line, assuming it reflects their reliability.",All of the above,None of the above,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,C,F,E,E,E,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,C,A,A,A,A,A,A,A
https://bcm.nacm.org/rpa-or-data-automation-the-key-to-streamlining-b2b-credit-tasks/,Credit Analysts,A credit analyst is tasked with preparing a financial analysis report and needs to ensure the data used is accurate and reliable. What action should the credit analyst take to verify the integrity of the data before proceeding with the analysis?,Cross-reference the data with industry benchmarks to ensure consistency before analysis.,Use a sample of the data to estimate overall data quality.,Run automated data quality checks to verify the integrity of the data before analysis.,Verify the data by comparing it to last quarter's figures to ensure consistency before analysis.,All of the above,None of the above,C,B,D,B,F,E,F,A,E,A,A,D,B,A,D,D,C,B,C,E,D,D,A,E,B,F,C,A,A,E,D,F,D,E,C,C,B,C,C,C,E,D,A,E,A,F
https://www.nfma.org/assets/documents/DG.WP.project_finance_060818.pdf,Credit Analysts,A credit analyst is evaluating the financial stability of a general contractor involved in a project finance contract. The contract specifies a guaranteed maximum price for the project. What action should the credit analyst take to ensure the contractor's financial health is adequate for the project?,Verify that the general contractor has the financial capacity to cover any costs exceeding the guaranteed maximum price.,Check if the general contractor has insurance coverage for project-related liabilities.,Ensure the general contractor has a contingency plan for project delays.,Assess the general contractor's ability to secure additional funding for future projects.,All of the above,None of the above,A,D,A,C,A,A,A,A,A,A,A,A,A,A,A,A,C,C,E,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,F,E,A,A,A,A
